epoch,critic_loss,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,realism_loss,similarity_loss,ssim,val_critic_loss,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_realism_loss,val_similarity_loss,val_ssim
4,0.0006520248716697097,0.7691285014152527,0.40966683626174927,0.4507375657558441,12.956201553344727,-0.012600766494870186,0.053671564906835556,0.3964594304561615,0.0019251094199717045,0.7694445848464966,0.4007362723350525,0.4423317611217499,12.999353408813477,-0.011764108203351498,0.05335957556962967,0.4073762595653534
5,0.0005847566062584519,0.7674501538276672,0.39719513058662415,0.4400236904621124,12.841451644897461,-0.012337855994701385,0.055166397243738174,0.38416847586631775,0.0023834146559238434,0.7683876156806946,0.3893914818763733,0.43146273493766785,12.900979995727539,-0.012453189119696617,0.05452445521950722,0.39911094307899475
6,0.000532465404830873,0.7659127116203308,0.3892650306224823,0.42989420890808105,12.833118438720703,-0.014812630601227283,0.05544177442789078,0.3808412551879883,0.0008719562902115285,0.7668493390083313,0.3833242356777191,0.42093029618263245,12.952536582946777,-0.01647428423166275,0.05408038571476936,0.39923155307769775
7,0.0004143443366046995,0.76470947265625,0.3840361535549164,0.4233493506908417,12.879938125610352,-0.015658099204301834,0.05497145652770996,0.38209688663482666,0.001969344215467572,0.7656958103179932,0.3792758285999298,0.415969580411911,13.019879341125488,-0.016579173505306244,0.05327294394373894,0.4040486216545105
8,0.00037315842928364873,0.7640583515167236,0.3799401521682739,0.4167511761188507,12.89556884765625,-0.017972487956285477,0.05478382110595703,0.3832283318042755,0.0009129471145570278,0.7649612426757812,0.3767865300178528,0.4108562767505646,13.02047348022461,-0.019022725522518158,0.05309247970581055,0.40726011991500854
9,0.00035394178121350706,0.7639350891113281,0.3769603967666626,0.41048333048820496,12.931640625,-0.02081339806318283,0.0543362982571125,0.38527077436447144,0.0016558552160859108,0.7655326724052429,0.37319281697273254,0.40514183044433594,13.064815521240234,-0.02096671052277088,0.05291568860411644,0.40466853976249695
10,0.00022824920597486198,0.7637988328933716,0.37529879808425903,0.4097514748573303,12.959663391113281,-0.019633837044239044,0.0540863573551178,0.3860524892807007,0.0005183502798900008,0.7658189535140991,0.37038812041282654,0.40438470244407654,13.021208763122559,-0.01939370296895504,0.0533902607858181,0.40339896082878113
11,0.00020470631716307253,0.7635816931724548,0.374042272567749,0.4087052643299103,12.938484191894531,-0.01956900767982006,0.05423194542527199,0.3848337233066559,0.0004485584795475006,0.7657504081726074,0.36924758553504944,0.40145859122276306,13.044677734375,-0.021036753430962563,0.05324770137667656,0.40346893668174744
12,0.00027420834521763027,0.7641091346740723,0.3720577657222748,0.40478575229644775,12.984623908996582,-0.020960472524166107,0.05368842929601669,0.3879612386226654,0.001607216545380652,0.7657272815704346,0.36740919947624207,0.3980555236339569,13.039870262145996,-0.022529544308781624,0.05317588150501251,0.4051257073879242
13,0.00012943072943016887,0.7643533945083618,0.37065762281417847,0.40289923548698425,13.030041694641113,-0.020939331501722336,0.05318107083439827,0.39095523953437805,0.00041453397716395557,0.7650922536849976,0.36830389499664307,0.3978542983531952,13.157376289367676,-0.02198663167655468,0.05153701454401016,0.41788235306739807
14,5.298232281347737e-05,0.7647004723548889,0.3696649670600891,0.4028036892414093,13.017561912536621,-0.02014547772705555,0.053284358233213425,0.3891312777996063,0.0002766188408713788,0.7661054134368896,0.3656002879142761,0.39660191535949707,13.135419845581055,-0.02122293785214424,0.05222458764910698,0.40941309928894043
15,4.100082878721878e-05,0.764748215675354,0.3688432276248932,0.4029964208602905,13.05395793914795,-0.018668482080101967,0.052821479737758636,0.39375409483909607,0.0015466883778572083,0.7662949562072754,0.36533790826797485,0.39561569690704346,13.150310516357422,-0.021495288237929344,0.051773056387901306,0.41534683108329773
16,2.8219183150213212e-05,0.7655286192893982,0.36742863059043884,0.39986640214920044,13.067038536071777,-0.02031681500375271,0.0527547225356102,0.3931370675563812,0.00015563888882752508,0.7674451470375061,0.3624545931816101,0.39650341868400574,13.037158012390137,-0.019385823979973793,0.05343463271856308,0.4024129807949066
17,5.256316944723949e-05,0.7654803991317749,0.3674010932445526,0.39920029044151306,13.086373329162598,-0.020643070340156555,0.05244230851531029,0.3950144648551941,0.0010979131329804659,0.7672427296638489,0.3632211685180664,0.3904227018356323,13.17806625366211,-0.024485159665346146,0.051686666905879974,0.41372939944267273
18,7.013491267571226e-05,0.7659336924552917,0.3663649260997772,0.39697661995887756,13.118844985961914,-0.021479064598679543,0.05209096521139145,0.39715462923049927,0.0009561150800436735,0.7673462629318237,0.36316055059432983,0.3933314383029938,13.240595817565918,-0.02069501392543316,0.050865937024354935,0.4206889867782593
19,6.563047645613551e-05,0.7665902972221375,0.3651818037033081,0.39651694893836975,13.099614143371582,-0.0209357813000679,0.05227087438106537,0.39557692408561707,0.001491147093474865,0.7681424021720886,0.3612079620361328,0.389444500207901,13.1722993850708,-0.02358146384358406,0.051818009465932846,0.4139823913574219
20,6.61783415125683e-05,0.767016589641571,0.3643946349620819,0.39481979608535767,13.150777816772461,-0.021247120574116707,0.0516723096370697,0.39902451634407043,0.0009113688720390201,0.7682566046714783,0.3615342974662781,0.38998129963874817,13.299460411071777,-0.022006569430232048,0.050453558564186096,0.42130807042121887
21,0.00012950735981576145,0.7671253681182861,0.3643254339694977,0.39198756217956543,13.161219596862793,-0.02379387430846691,0.05145598575472832,0.400709867477417,1.337351477559423e-05,0.768821120262146,0.36040085554122925,0.38706713914871216,13.233311653137207,-0.024405235424637794,0.051071520894765854,0.418330579996109
22,0.0001731617230689153,0.7674263715744019,0.3639329969882965,0.3937218487262726,13.136669158935547,-0.021994303911924362,0.051783252507448196,0.3989337086677551,0.00023662589956074953,0.7688623666763306,0.36047986149787903,0.38815200328826904,13.255599021911621,-0.02300895005464554,0.05068110302090645,0.42149296402931213
23,0.00010892804857576266,0.7681120038032532,0.36272814869880676,0.3925429880619049,13.174873352050781,-0.02166098542511463,0.05147574096918106,0.4005635380744934,0.0005049689207226038,0.7699539065361023,0.3584369421005249,0.3871334493160248,13.232950210571289,-0.022480931133031845,0.05117740109562874,0.4163213074207306
24,-3.088374069193378e-05,0.7682783007621765,0.3628184199333191,0.393708735704422,13.179923057556152,-0.020445285364985466,0.051335401833057404,0.40146297216415405,0.00020124948059674352,0.7695227861404419,0.3586852550506592,0.3875812888145447,13.266317367553711,-0.02196030132472515,0.05085627734661102,0.4182353913784027
25,1.8182296116719954e-05,0.7689926028251648,0.3613964319229126,0.39088577032089233,13.195120811462402,-0.021533021703362465,0.05102239549160004,0.4025919437408447,-0.0001748591457726434,0.76978600025177,0.35963699221611023,0.3860703408718109,13.405922889709473,-0.0228249691426754,0.04925823584198952,0.4298393130302429
26,2.3166607206803747e-05,0.7693573236465454,0.36118948459625244,0.39078250527381897,13.2150297164917,-0.02136017568409443,0.05095324665307999,0.40333762764930725,3.455823389231227e-05,0.7702116370201111,0.3590601086616516,0.387346088886261,13.430329322814941,-0.020610926672816277,0.04889696091413498,0.4321216344833374
27,3.659918365883641e-05,0.7700161933898926,0.3602348268032074,0.3893059194087982,13.214266777038574,-0.021860994398593903,0.05093216896057129,0.4033128321170807,0.00048666950897313654,0.7716764807701111,0.3558729290962219,0.38620224595069885,13.246621131896973,-0.020634319633245468,0.0509636290371418,0.41878753900527954
28,7.729719072813168e-06,0.7705395221710205,0.3597407639026642,0.38857176899909973,13.235669136047363,-0.021753661334514618,0.05058460310101509,0.4053401052951813,-0.0002397103380644694,0.771586537361145,0.35732224583625793,0.385201096534729,13.453124046325684,-0.02100621536374092,0.04888508468866348,0.4319256544113159
29,2.1788908270536922e-05,0.7715351581573486,0.35805389285087585,0.38851314783096313,13.233051300048828,-0.020198002457618713,0.05065703019499779,0.40490806102752686,-6.13238153164275e-05,0.7735587954521179,0.35363805294036865,0.3853529691696167,13.232325553894043,-0.019681936129927635,0.05139686539769173,0.41533932089805603
30,-7.130300946300849e-05,0.7720004320144653,0.357761412858963,0.38656798005104065,13.253338813781738,-0.021745508536696434,0.050551872700452805,0.40596455335617065,-9.553927156957798e-06,0.7733802795410156,0.3544803857803345,0.3832693099975586,13.317654609680176,-0.021498989313840866,0.050287891179323196,0.4230599105358124
31,-5.5127056839410216e-06,0.7726396322250366,0.3570519685745239,0.3864963948726654,13.2448148727417,-0.021115444600582123,0.050559934228658676,0.40520188212394714,2.459593270032201e-05,0.7739517688751221,0.3535277843475342,0.3831985592842102,13.291071891784668,-0.020843861624598503,0.050514645874500275,0.42111560702323914
32,-0.00010642163397278637,0.7731638550758362,0.35628023743629456,0.38779622316360474,13.223227500915527,-0.019263271242380142,0.050779156386852264,0.40380924940109253,3.219924110453576e-05,0.7743678092956543,0.3539198338985443,0.3833574056625366,13.409506797790527,-0.019939923658967018,0.04937738552689552,0.42808282375335693
33,-3.001472941832617e-05,0.7738235592842102,0.3554043471813202,0.3866743743419647,13.223283767700195,-0.019520221278071404,0.050790272653102875,0.4033396542072296,0.00030824358691461384,0.7754208445549011,0.3521423637866974,0.38429898023605347,13.361710548400879,-0.017826156690716743,0.04998280107975006,0.42387157678604126
34,-1.2307111319387332e-05,0.7745874524116516,0.35440123081207275,0.3869832158088684,13.206954002380371,-0.018391454592347145,0.05097346752882004,0.4013201892375946,4.639747567125596e-05,0.7760998606681824,0.35086292028427124,0.382996529340744,13.276317596435547,-0.018900763243436813,0.05103433504700661,0.4170907139778137
